iter	Logloss
395	0.02943638349
396	0.02927403372
397	0.02920107434
398	0.02910097665
399	0.02902329101
400	0.02893276985
401	0.02881681657
402	0.02872942906
403	0.02864832812
404	0.02862711244
405	0.02852714052
406	0.02848667691
407	0.02837728292
408	0.02826922392
409	0.02822292595
410	0.02806691978
411	0.02795993552
412	0.02787356525
413	0.02780104003
414	0.02776444255
415	0.02767686755
416	0.02758897733
417	0.02750675233
418	0.02745527361
419	0.0273907938
420	0.02733060493
421	0.02726688199
422	0.0271958478
423	0.02709284046
424	0.0270451652
425	0.0268988979
426	0.02685567848
427	0.02679368381
428	0.02666718774
429	0.02661225889
430	0.02653689548
431	0.02644343387
432	0.02639896131
433	0.02631436664
434	0.02624676928
435	0.02614758347
436	0.02606039645
437	0.02601995948
438	0.02591731725
439	0.02583161322
440	0.02579270591
441	0.02572325857
442	0.02567236867
443	0.02557521344
444	0.02552348908
445	0.02549504533
446	0.02544435414
447	0.02539510223
448	0.0253382987
449	0.02526417495
450	0.02519051563
451	0.02514227031
452	0.02510000225
453	0.02505262984
454	0.0249982964
455	0.024955921
456	0.02486734571
457	0.02479057565
458	0.02472838059
459	0.02468117859
460	0.02463632493
461	0.02454450384
462	0.02450365818
463	0.02439767626
464	0.0243440652
465	0.02430196938
466	0.02426185092
467	0.02412941803
468	0.02404852904
469	0.02400587892
470	0.02395619237
471	0.02390674109
472	0.02384396247
473	0.02379442627
474	0.02374263204
475	0.02366988839
476	0.02359488581
477	0.02354878655
478	0.02347536878
479	0.02344057618
480	0.02337161961
481	0.02334529751
482	0.02326317811
483	0.0232134437
484	0.02315200682
485	0.02311493311
486	0.02309177845
487	0.0230495482
488	0.0229683983
489	0.02287366305
490	0.02281662918
491	0.02268950897
492	0.02258829743
493	0.02253367152
494	0.02247040854
495	0.02243849355
496	0.0223516585
497	0.02230747713
498	0.02224537436
499	0.0221737894
500	0.02209579631
501	0.02202695205
502	0.02199892425
503	0.02196860036
504	0.02190163769
505	0.02184153691
506	0.02178710114
507	0.02175382955
508	0.02169969891
509	0.02164467666
510	0.02158994539
511	0.02154537231
512	0.02146885166
513	0.02139224552
514	0.02133905476
515	0.02127523146
516	0.02122559621
517	0.02119847629
518	0.02112683245
519	0.02109882576
520	0.0210437814
521	0.02096028371
522	0.02090080621
523	0.02087142623
524	0.02082051884
525	0.0207607565
526	0.02072721769
527	0.02069360938
528	0.02066549792
529	0.02061642104
530	0.02056538191
531	0.02052121882
532	0.02047838193
533	0.02040749221
534	0.02032039585
535	0.02028160637
536	0.02025136261
537	0.02018056457
538	0.0201151341
539	0.02006055904
540	0.02003856881
541	0.01998004501
542	0.01995333046
543	0.01988158705
544	0.01979943579
545	0.01974760971
546	0.01965199032
547	0.01959592478
548	0.01956060879
549	0.01951273008
550	0.01947954828
551	0.01943710341
552	0.019390867
553	0.01934888758
554	0.01932171308
555	0.01924069228
556	0.01921507955
557	0.01918977203
558	0.01914934229
559	0.0191045871
560	0.01907125691
561	0.01900271753
562	0.01897669763
563	0.01889972964
564	0.01885191328
565	0.01880320705
566	0.01873185955
567	0.0186616794
568	0.01864404682
569	0.0185740495
570	0.01853676141
571	0.01849065729
572	0.01844151491
573	0.01839715182
574	0.0183580947
575	0.0183108145
576	0.0182645745
577	0.01820975189
578	0.01817567603
579	0.01813917857
580	0.01808876826
581	0.01804769474
582	0.01798847838
583	0.01793426953
584	0.01789111816
585	0.01786638785
586	0.01781288572
587	0.01778723386
588	0.01771959213
589	0.01767998634
590	0.01765034942
591	0.01758639874
592	0.01755154107
593	0.01750142436
594	0.01743233622
595	0.01738851132
596	0.01735605658
597	0.01731972146
598	0.01728150659
599	0.01725525791
600	0.01723202905
601	0.01719945465
602	0.01712946256
603	0.01709354024
604	0.0170688034
605	0.01705502094
606	0.01700302124
607	0.01696314961
608	0.01691164981
609	0.01687008482
610	0.01683664482
611	0.01682156945
612	0.01678033422
613	0.01675104464
614	0.016717266
615	0.01665146242
616	0.01661370545
617	0.01658143827
618	0.0165581743
619	0.01652636396
620	0.01649270221
621	0.01643362599
622	0.01638033319
623	0.01632176916
624	0.0163070064
625	0.01625698864
626	0.01621747557
627	0.01618718835
628	0.01616246432
629	0.0161092485
630	0.01606486004
631	0.01601068825
632	0.01596703704
633	0.01593483016
634	0.01591845594
635	0.01589672938
636	0.01584586345
637	0.01577731403
638	0.0157434092
639	0.01570348731
640	0.01565055291
641	0.01562388201
642	0.01559576719
643	0.0155677974
644	0.01552976616
645	0.01550305288
646	0.01547658141
647	0.01545751398
648	0.01542700956
649	0.01538974237
650	0.01537085278
651	0.01534063533
652	0.01528238292
653	0.01527366864
654	0.01524277326
655	0.0152115563
656	0.01518718895
657	0.01512339422
658	0.01510038628
659	0.01504596822
660	0.01499145217
661	0.01495905918
662	0.014945093
663	0.01492100266
664	0.01487751509
665	0.01485692854
666	0.01481412596
667	0.01477424736
668	0.0147307988
669	0.01468915656
670	0.01466703848
671	0.01463161329
672	0.01458915417
673	0.01455541792
674	0.01451713646
675	0.01447246316
676	0.01446048682
677	0.0144405954
678	0.01440808365
679	0.01438693368
680	0.01434912379
681	0.01430915013
682	0.01428705379
683	0.01424876578
684	0.01424140799
685	0.0142100949
686	0.01418682993
687	0.01414425488
688	0.01409525351
689	0.01407721767
690	0.01403997652
691	0.0140140169
692	0.01400402
693	0.01397219357
694	0.01395237079
695	0.01389256702
696	0.01386273165
697	0.01380926318
698	0.01379799179
699	0.01378528391
700	0.01374921953
701	0.0137249682
702	0.01369953433
703	0.01367690143
704	0.0136510347
705	0.01362015005
706	0.01357909068
707	0.01355308238
708	0.01353379958
709	0.01351161539
710	0.01348134131
711	0.01344482464
712	0.01340141557
713	0.01332885613
714	0.01328753667
715	0.01325920686
716	0.0132130833
717	0.01319419692
718	0.01318211491
719	0.01315783927
720	0.01314235235
721	0.01311697233
722	0.01308738549
723	0.01303503228
724	0.01300459291
725	0.01298096751
726	0.01294369871
727	0.01291894144
728	0.0128856676
729	0.01286435536
730	0.01284058528
731	0.01281196395
732	0.01280141149
733	0.01279130976
734	0.01275636836
735	0.01273662421
736	0.01269573697
737	0.01265483477
738	0.0126258692
739	0.0125996453
740	0.01258056786
741	0.0125626987
742	0.01253969187
743	0.01251462735
744	0.01248925945
745	0.01246922665
746	0.01243414458
747	0.01239708973
748	0.0123756116
749	0.01234340557
750	0.01231642098
751	0.01229482149
752	0.01226392769
753	0.01224998938
754	0.01221278706
755	0.01219430475
756	0.01217697869
757	0.01215322022
758	0.01209646922
759	0.01207091238
760	0.01201872456
761	0.0119811479
762	0.01192410479
763	0.01190437054
764	0.01189048755
765	0.01187977864
766	0.01186016752
767	0.01182158859
768	0.01179992324
769	0.01178273257
770	0.01174740642
771	0.01172045425
772	0.01168694059
773	0.0116666577
774	0.01163299527
775	0.01162408976
776	0.01159693366
777	0.01157807952
778	0.01156373582
779	0.01153085859
780	0.01151792424
781	0.01148744008
782	0.0114634665
783	0.01141776191
784	0.01138361922
785	0.0113618619
786	0.01134271446
787	0.01132445991
788	0.01131460477
789	0.01128998645
790	0.01127462558
791	0.01124518302
792	0.01121914042
793	0.01121403861
794	0.01120126257
795	0.01115699507
796	0.01112545455
797	0.01109880582
798	0.01104535724
799	0.01102003746
800	0.01100807162
801	0.01098916182
802	0.0109564072
803	0.01093939515
804	0.01090927743
805	0.01087949373
806	0.01086504582
807	0.01084382126
808	0.01083619189
809	0.01082536082
810	0.01079807902
811	0.01079234623
812	0.01076512573
813	0.01074476056
814	0.01071692403
815	0.01069737947
816	0.01067082066
817	0.01065880408
818	0.01063715033
819	0.01062456175
820	0.01059429767
821	0.01058578378
822	0.01057908057
823	0.01055144653
824	0.01053129398
825	0.01051147207
826	0.01046315627
827	0.01043966318
828	0.01041522644
829	0.010386895
830	0.01037481331
831	0.01036440899
832	0.01034181504
833	0.01033425325
834	0.01031846499
835	0.01028751367
836	0.01026079114
837	0.0102383641
838	0.01022075687
839	0.0102151629
840	0.01018322675
841	0.01014255749
842	0.01011451058
843	0.0101054542
844	0.01008705547
845	0.01006495224
846	0.0100593618
847	0.01001497511
848	0.01000042425
849	0.009982551944
850	0.009959761954
851	0.009935121409
852	0.009901226662
853	0.009855135609
854	0.009836485169
855	0.009825342983
856	0.009814588932
857	0.009778509776
858	0.009764592544
859	0.009756143373
860	0.009746034344
861	0.00972317335
862	0.009682740414
863	0.009668397008
864	0.00965979518
865	0.009635449282
866	0.009625841908
867	0.009612252807
868	0.009591408462
869	0.009577544062
870	0.009571546984
871	0.009562885775
872	0.009557287338
873	0.009515433893
874	0.009497868629
875	0.00948119406
876	0.009469216174
877	0.009434372308
878	0.009409429919
879	0.009388848876
880	0.009380510324
881	0.009373891143
882	0.009342985452
883	0.009334656419
884	0.009316926211
885	0.009292835313
886	0.009271285528
887	0.009254445049
888	0.009244683084
889	0.009226719201
890	0.009226717581
891	0.009211327647
892	0.009182241153
893	0.009164149781
894	0.009124306067
895	0.009102702864
896	0.009083637899
897	0.009065490754
898	0.009034566194
899	0.009028416948
900	0.009008385702
901	0.008987460991
902	0.008969812493
903	0.008932999934
904	0.00891942648
905	0.008916911925
906	0.00889183378
907	0.008891819617
908	0.008885069756
909	0.008859092552
910	0.008845584816
911	0.008838451668
912	0.008814880375
913	0.008784955127
914	0.00877537621
915	0.008763834408
916	0.008733647989
917	0.008717422836
918	0.00869338725
919	0.008664864991
920	0.008657727876
921	0.008635570066
922	0.008631085887
923	0.008607693902
924	0.008601160423
925	0.008579731228
926	0.008573385436
927	0.008539235217
928	0.008511600307
929	0.008497417646
930	0.008485434213
931	0.008479252372
932	0.008457413373
933	0.008437334149
934	0.00842191723
935	0.008407425893
936	0.008389319825
937	0.008377845106
938	0.008369663377
939	0.00835904619
940	0.008359039373
941	0.008348061916
942	0.008341243932
943	0.008332634784
944	0.008307518236
945	0.00830200438
946	0.008282944146
947	0.008265156538
948	0.008244315007
949	0.00822463988
950	0.008213170857
951	0.008201727096
952	0.008186809395
953	0.008173068176
954	0.008160500062
955	0.008150769012
956	0.008136026733
957	0.008120712646
958	0.008091466804
959	0.008083660837
960	0.008083661135
961	0.008061367259
962	0.008050654839
963	0.00804449737
964	0.008019052384
965	0.008013307918
966	0.008006473311
967	0.007976537203
968	0.007962120763
969	0.007947751845
970	0.007929542526
971	0.007918803828
972	0.007912667773
973	0.007887688189
974	0.007876502961
975	0.007865540743
976	0.007848924509
977	0.00783786777
978	0.00782030718
979	0.007812558027
980	0.007800237658
981	0.007787338786
982	0.007753541806
983	0.007743913297
984	0.007711553778
985	0.007696659386
986	0.007685240514
987	0.00766250526
988	0.007652271879
989	0.007631110922
990	0.007603990548
991	0.007580657405
992	0.007569316914
993	0.007561497652
994	0.007544602128
995	0.007532578135
996	0.007523618899
997	0.007495033653
998	0.007478894603
999	0.007472463693
