iter	Logloss
0	0.6503528221
1	0.6120004401
2	0.5758246924
3	0.5384115168
4	0.5074178449
5	0.4729847177
6	0.4451284235
7	0.42213553
8	0.397584001
9	0.3792958771
10	0.3600437044
11	0.3421580549
12	0.326509257
13	0.3134965296
14	0.2993802794
15	0.2857094357
16	0.2735693442
17	0.263385293
18	0.2539150992
19	0.2446934527
20	0.2365783395
21	0.2292885077
22	0.222059983
23	0.2160329148
24	0.2104522683
25	0.2048206801
26	0.1996711107
27	0.194600542
28	0.1898172714
29	0.1853160391
30	0.1813606453
31	0.1768338716
32	0.1720429402
33	0.1687357722
34	0.1648309217
35	0.1614239485
36	0.1576625408
37	0.1539913239
38	0.1514273399
39	0.1495650767
40	0.1468527587
41	0.144286382
42	0.1411008344
43	0.1385709451
44	0.1367836804
45	0.134611223
46	0.1328418793
47	0.1306054444
48	0.1284481495
49	0.1266252585
50	0.1247118156
51	0.1228597296
52	0.1212891433
53	0.1192970496
54	0.1176100641
55	0.1159914732
56	0.1144551384
57	0.1130023746
58	0.1120314104
59	0.1107249302
60	0.1096283115
61	0.1086022155
62	0.1073978145
63	0.1065029123
64	0.1053716576
65	0.1045261399
66	0.1032085677
67	0.1022817725
68	0.1013882955
69	0.1003189796
70	0.09936539512
71	0.09860395691
72	0.09779944998
73	0.09703584682
74	0.09630375278
75	0.09552817759
76	0.09485218495
77	0.09380021757
78	0.09314512707
79	0.09251523476
80	0.09191593893
81	0.09146658749
82	0.09089291868
83	0.09032106509
84	0.08957808983
85	0.08905425026
86	0.08823002447
87	0.08788773105
88	0.08729660255
89	0.0868285013
90	0.08636908934
91	0.08555794253
92	0.08517027225
93	0.08485438706
94	0.08448777485
95	0.0841395493
96	0.08379621924
97	0.08325247953
98	0.08292601364
99	0.08232440811
100	0.08187168454
101	0.08146011309
102	0.08118062215
103	0.08065695228
104	0.0800992869
105	0.07981869019
106	0.07940021336
107	0.07886390776
108	0.07860494778
109	0.0783661982
110	0.07776966705
111	0.07722805458
112	0.07666093127
113	0.07632057258
114	0.07607255146
115	0.07556116232
116	0.07527467432
117	0.07501323636
118	0.07440046859
119	0.07409476907
120	0.07382664623
121	0.07347788132
122	0.07309696075
123	0.07260354835
124	0.07231625259
125	0.07215529266
126	0.07190013938
127	0.07156756672
128	0.07137632888
129	0.07115675549
130	0.07080740906
131	0.0702984985
132	0.06996746631
133	0.06957477999
134	0.06934333369
135	0.06905198359
136	0.06861334046
137	0.06840695533
138	0.06819452274
139	0.06778910377
140	0.06733107243
141	0.06700982444
142	0.06677776556
143	0.06653198186
144	0.06617355822
145	0.06591254736
146	0.06571496006
147	0.06538327535
148	0.0650441676
149	0.06475463438
150	0.06455431246
151	0.06423295596
152	0.0637636293
153	0.06352637685
154	0.06332679435
155	0.06308855245
156	0.06289681284
157	0.06269686247
158	0.06253981081
159	0.06236997832
160	0.06215284203
161	0.06198453645
162	0.06183466306
163	0.0615613574
164	0.06137134358
165	0.06120121615
166	0.06105422245
167	0.06084542491
168	0.0606807239
169	0.06043861367
170	0.06025403041
171	0.06008676136
172	0.05980770588
173	0.05964780837
174	0.05936434387
175	0.05913226286
176	0.05884963695
177	0.058651901
178	0.05842838147
179	0.05811426497
180	0.05792883612
181	0.05764092832
182	0.05749154816
183	0.05723412069
184	0.05714581486
185	0.05686714945
186	0.05668744857
187	0.05645746886
188	0.05634034906
189	0.05605503051
190	0.05573726513
191	0.05541669999
192	0.05527326065
193	0.05508079332
194	0.05496194481
195	0.05476067476
196	0.05461526845
197	0.05445050936
198	0.05417953314
199	0.0540347802
200	0.0537964984
201	0.05367377052
202	0.05353242706
203	0.05329174743
204	0.05318467735
205	0.05286822793
206	0.05261643087
207	0.05237488412
208	0.05218007716
209	0.05202701193
210	0.05182288106
211	0.05158040843
212	0.05144805069
213	0.05131304913
214	0.05118821047
215	0.05102340987
216	0.05073290751
217	0.05053105624
218	0.05024819657
219	0.0501547189
220	0.04997531603
221	0.04981451655
222	0.04960051336
223	0.04943525431
224	0.04931514339
225	0.04924476437
226	0.04912975292
227	0.04900306975
228	0.04889295432
229	0.04880196444
230	0.04865179883
231	0.04836079117
232	0.04824516089
233	0.04815466205
234	0.04806564451
235	0.04787545671
236	0.04775346502
237	0.04759958267
238	0.04742314289
239	0.04732568305
240	0.04714273904
241	0.04701421352
242	0.04686359433
243	0.04673126542
244	0.04663777879
245	0.04654405946
246	0.04633434685
247	0.04617039451
248	0.04597512576
249	0.04579714426
250	0.04565279762
251	0.04547585678
252	0.04533156475
253	0.04521085783
254	0.04498542173
255	0.04489997207
256	0.04470860571
257	0.04454784228
258	0.04438176166
259	0.04424286165
260	0.04416022488
261	0.04404791601
262	0.04391353311
263	0.0437310234
264	0.04365043492
265	0.04348094013
266	0.04332265182
267	0.0432323627
268	0.04311875727
269	0.04289908664
270	0.04275732323
271	0.04254833491
272	0.04246444023
273	0.04234603138
274	0.04221192798
275	0.04202388798
276	0.04191578062
277	0.04180253911
278	0.04169544149
279	0.04157342582
280	0.04148284977
281	0.04141787497
282	0.04127279502
283	0.0411552374
284	0.04099697649
285	0.04086740234
286	0.04076836785
287	0.04059941408
288	0.04053760257
289	0.04043913102
290	0.04029520186
291	0.04016605568
292	0.0400420693
293	0.03989757059
294	0.0397523004
295	0.03964582884
296	0.03952933284
297	0.03938480205
298	0.03930516484
299	0.03914114186
300	0.03902373251
301	0.03891220853
302	0.03883814262
303	0.0387464249
304	0.03865515277
305	0.03849428797
306	0.03835159412
307	0.03813599944
308	0.03798253259
309	0.03786112649
310	0.0377475535
311	0.03767224971
312	0.0375196497
313	0.03736958793
314	0.03728703956
315	0.03718191107
316	0.03707262399
317	0.0369526257
318	0.03689370617
319	0.03681031326
320	0.03659346863
321	0.03647585713
322	0.03640747613
323	0.03629868593
324	0.0361396793
325	0.03602234627
326	0.03593787281
327	0.03579596283
328	0.03572751323
329	0.03557042384
330	0.03549600481
331	0.03537774708
332	0.03526989715
333	0.03518695022
334	0.03508044909
335	0.03492426938
336	0.03487780613
337	0.03475031921
338	0.03466281237
339	0.034602922
340	0.03450265523
341	0.03433370166
342	0.03422303131
343	0.03417100767
344	0.03408553785
345	0.03402001809
346	0.03392393256
347	0.03379217409
348	0.0337329178
349	0.03368374308
350	0.0336064555
351	0.03350892893
352	0.03337691728
353	0.03328455155
354	0.03320544346
355	0.03314732156
356	0.03302812618
357	0.03292867506
358	0.0328439651
359	0.03278705724
360	0.03266205102
361	0.03257222909
362	0.03249948533
363	0.03235944017
364	0.03228503037
365	0.03217919984
366	0.03212175934
367	0.03202561663
368	0.0319098605
369	0.03182906093
370	0.03172723921
371	0.03167405048
372	0.03158735772
373	0.03153199248
374	0.03145413193
375	0.03129506972
376	0.03121660847
377	0.0311665372
378	0.03106132309
379	0.03100627943
380	0.0308221274
381	0.03068342905
382	0.03061487883
383	0.03055079326
384	0.03037004383
385	0.03024061639
386	0.03015996595
387	0.03009321505
388	0.03002024589
389	0.02989537469
390	0.02979341212
391	0.02970193446
392	0.0296369212
393	0.02956686252
394	0.02951146927
