날짜,제목,본문,링크,OID
,"쿠팡노조, 與주도 택배 대화기구 찾아 “당사자 없는 합의 불가”","“밀실회의 공개 전환”도 요구   쿠팡 직원들로만 구성된 독립노조인 쿠팡노동조합이 더불어민주당 주도의 택배 분야 사회적 대화기구 회의 참여를 호소했지만, 주최 측으로부터 거부당했다. 쿠팡노조 측은 “밀실 회의가 납득이 되지 않는다”며 회의 공개 전환을 요구했다.  쿠팡노조는 19일 오전 국회에서 열린 택배 분야 사회적 대화기구 4차 회의를 찾아 참관 요청을 했지만 결국 발길을 돌렸다. 대신 쿠팡노조 측은 민주당에 2가지 요구사항을 서면으로 전달했다. 정진영 쿠팡노조 위원장은 매일경제와 만나 “당사자 없는 합의는 있을 수 없다. 쿠팡노조를 포함해 다른 조직까지 확대를 해서 논의를 해야 한다”며 “무슨 연유로 자꾸 저렇게 막는 것인지 묻고 싶다”고 전했다.  민주당 을지로위원회가 주최한 사회적 대화기구 회의에는 국토교통부 등 정부 관계자와 택배사, 한국노총, 민주노총 등 노동단체 등이 포함됐지만, 정작 쿠팡 자체 택배기사 노조는 포함되지 않았다. 쿠팡노조 측은 “이들이 정말 노동자의 안전을 원한다면 어떻게 현장 직군이 회의에 한 명도 안 들어갈 수 있는지가 궁금하다”고 말했다. 이어 “회의에 참여한 양대 노총 관계자 중에는 현장 직군이 한 명도 포함되지 않았다”며 분통을 터뜨렸다.  앞서 쿠팡노조는 지난달 28일 열린 3차 회의에도 참여를 시도했지만 무산된 바 있다. 당시 민주당 측에서는 이 곳에서 결정할 사안이 아니라며 쿠팡노조를 달랬고, 참여를 긍정적으로 생각하고 있어 별도로 연락하겠다는 취지의 약속을 했지만 3주 동안 연락이 없었다는 게 쿠팡노조 측 설명이다.  또 쿠팡노조는 회의 공개 전환도 주장하고 있다. 정 위원장은 “새벽배송 등이 세간의 이슈고 수십만 명의 일자리가 걸려 있는 논의인데 밀실에서 비공개회의를 하고 있다는 게 납득이 되지 않는다”며 “우리를 참석시켜주지 않을 것이면 공개회의로 전환해야 한다”고 강조했다.  김남근 민주당 의원은 관련 질의에 대해 “쿠팡에 있는 택배 기사들도 상당히 포함한 노조가 이미 참여해서 하고 있기 때문에 쿠팡 택배기사 노조가 참가를 안 하고 있다는 것은 사실이 아니다”라고 반박했다.",https://n.news.naver.com/mnews/article/009/0005608921,009
,“판결나자 바로 총살”…현역 연예인 중 최초로 사형당한 中배우 ‘재조명’,중국에서 가수 겸 배우로 활동했던 장이양이 현역 연예인 중 최초로 사형당한 사건이 1년을 맞아 다시 주목 받고 있다.  2012년 예능 프로그램 출연을 계기로 연예계 데뷔한 장이양은 이후 배우로 활동했고 2015년에는 앨범을 발표하며 가수도 겸했다.  2018년 영화 ‘용의 영혼’에서는 주연을 맡아 얼굴을 알렸고 2021년 작품 ‘추몽인’에서는 주연은 물론 감독과 각본까지 맡으며 다방면으로 활동했다.  2019년에는 신인 남자 배우상을 수상하기도 했다. 하지만 그의 활동은 오래가지 못하고 2022년 끝났다.  그해 2월 26일 당시 여자친구인 A씨를 살해한 혐의로 체포됐기 때문이다. 장이양은 생일 파티를 핑계로 A씨를 싱핑시 싱리로 인근 싱광 사육장 남서쪽 숲으로 불러냈다.  그리고 그곳에서 말다툼을 벌이다 이별 통보하는 A씨를 접이식 칼로 살해했다.  현장에서 숨진 A씨의 시신을 훼손해 유기하고 옷과 흉기를 세탁하거나 폐기하는 등 증거 인멸을 시도한 장이양은 범행 다음 날 한 호텔에서 극단적 선택을 시도했으나 직원 신고로 발견돼 병원으로 이송됐고 치료 후 체포됐다.  재판부는 “동기가 악질적이고 수법이 극도로 잔혹하며 반성의 기미가 전혀 없다”며 장이양에게 사형을 선고했다.  장이양이 항소했지만 항소심과 최고인민법원도 원심을 유지했다. 그리고 향년 34세인 지난해 12월 18일 판결 당일 총살형이 집행됐다.  그러나 사형 집행 이후 장이양이 출연한 영화인 ‘해우음성관’이 지난 3월 개봉하면서 논란이 됐다. 해당 작품은 지금도 온라인 플랫폼에서도 누구나 시청할 수 있다.  이에 일각에서는 “유명 배우가 아니더라도 살인죄로 사형 받은 배우가 출연한 영화는 제한되야 한다”는 지적이 나온다.  현재 중국은 사회적 물의를 일으키거나 반애국적 행동을 한 유명 연예인들만 블랙리스트에 올려 활동을 제한하고 있는 것으로 알려졌다.,https://n.news.naver.com/mnews/article/009/0005608920,009
,"새마을금고, 정부합동감사 강화...금감원 상시감시 받는다","국회서 비전2030 혁신안 공개 금융당국 감독권 이관 안하고 행안부·중앙회 자구노력 강화 거액 부동산 PF대출은 제한 부실금고 자동합병도 나서 지역 밀착형 포용금융도 확대   새마을금고, 행정안전부가 감독권을 현행 체제로 유지하면서, 금융당국과의 공조를 통한 상시 감시 체계를 구축한다. 문제가 된 부동산 프로젝트파이낸싱(PF) 대출엔 엄격한 빗장을 건다.  과거의 부실 관행에서 벗어나 2028년까지 흑자 전환을 달성하고, 지역사회와의 상생을 강화하는 ‘포용적 금융’으로의 대전환을 꾀한다는 구상이다.  19일 새마을금고중앙회·행정안전부는 국회에서 총 37개의 혁신 세부 과제를 담은 ‘비전2030 계획안’ 초안을 공개했다. 향후 새마을금고, 행안부는 국회와의 협의를 통해 내년 2월 최종 혁신안을 공개한다. 이번 혁신안의 핵심은 그간 금융권의 사각지대로 지적받아온 감시 체계를 개선하고 건전성을 제고하는 데 방점이 찍혔다.  가장 눈에 띄는 대목은 다층적 감독 체계의 강화다. 새마을금고는 행정안전부와 금융감독원, 중앙회가 협력하는 체계를 구축하기로 했다. 특히 금감원과의 정보 공유를 확대하고 상시 감시 기능을 강화해 부실 징후를 조기에 포착한다는 방침이다. 정부합동감사의 양적·질적 수준도 대폭 높인다. 합동감사를 통해 파악된 핵심 위험 요인에 대해서는 탄력적이고 신속한 정책 대응 시스템을 갖춘다.  앞서 이찬진 금융감독원장은 국정감사에서 상호금융기관 감독권을 금융당국으로 일원화하는 데 적극 동의하는 입장이라고 밝힌 바 있다. 다만 정부, 국회 행정안전위원회는 협의를 통해 감독권 이관보다는 행안부 및 중앙회 주도로 자체 체질 개선을 꾀하겠다는 방침이다.  최근 연임에 성공한 김인 새마을금고중앙회장은 “감독체계, 제도적 보완과 더불어 금융소비자 보호를 강화하겠다”고 밝혔다.  아울러 중앙회 내 감사 조직인 금고감독위원회의 독립성을 제고하고 내부통제위원회를 신설해 중앙회와 개별 금고에 대한 감독 업무의 자율성과 전문성을 동시에 확보할 계획이다.  건전성 악화의 주범으로 꼽혔던 거액 여신 관리에도 칼을 빼 들었다. 신규 PF 대출 취급 시 제한 요건과 대출 한도를 신설해 업종별 대출 한도 관리를 대폭 강화한다. 금고별 여신 심사 역량의 편차를 줄이기 위해 중앙회가 거액 여신 심사에 필수적으로 참여하는 방안도 포함됐다.  부실 금고에 대한 ‘적기 시정 조치’도 엄격해진다. 부실 징후가 포착된 금고는 즉각적인 사전 예방 조치를 시행하며, 자본잠식 금고 등 회생 가능성이 낮은 곳은 단계적 구조조정을 추진한다.  이를 위해 규모의 경제 실현이 가능한 지역별 표준 규모를 정립하고 전략적 자율 합병을 활성화해, 오는 2028년까지 전 금고의 흑자 전환을 추진하겠다는 목표를 제시했다. 새마을금고는 올해 22개 부실금고를 정리할 것으로 계획 중이다. 이는 2015년 이후 10년 만에 최다 합병 기록이다.  건전성 확보와 함께 협동조합으로서의 정체성을 강화하기 위한 ‘포용적 금융 생태계 조성’ 전략도 추진된다. 새마을금고는 사회적기업이나 협동조합 등 사회적경제 조직에 대한 금융 지원을 확대하기 위해 보증기관 출연을 통한 경영자금 대출을 늘리기로 했다.  또한 인구 감소 지역 내 금고 영업점을 유지해 금융 접근성을 제고하고, 소상공인 대상 특례보증 대출과 서민 정책자금 취급을 확대할 계획이다. 이 밖에도 인공지능(AI) 기반의 디지털 생활금융 서비스를 강화해 고령층 등 금융 취약계층에 대한 맞춤형 지원을 강화하기로 했다.",https://n.news.naver.com/mnews/article/009/0005608919,009
,"HD현대, 신안전 비전 선포...근원적 가치 강조","김영훈 노동부 장관 등 참석   HD현대가 경기도 성남시 HD현대 글로벌R&D센터에서 ‘HD현대 세이프티 포럼’을 열었다.  19일 열린 이 포럼에서는 HD현대의 새 안전 비전인 ‘모두가 안전한 작업장, 안전이 브랜드가 되는 회사’와 함께 ‘시스템’ ‘문화’ ‘기술’ 등 3가지 핵심 전략 축이 소개됐다.  HD현대는 위험 관리 체계를 구축하고 조직의 안전 문화 수준을 향상하는 동시에 빅데이터·인공지능(AI)을 활용함으로써 안전 문제에 실시간으로 대응한다는 구상이다.  앞서 HD현대는 2030년까지 5년간 총 4조5000억원 규모의 안전 예산을 투입하겠다는 계획을 발표한 바 있다.  이날 행사에는 정기선 HD현대 회장을 비롯한 경영진과 안전최고담당자(CSO)들이 참여했고 김영훈 고용노동부 장관, 김태선 더불어민주당 의원, 학계 전문가 등 약 60명이 참석했다.  정기선 회장은 “안전은 사회적 약속이나 규범의 차원이 아닌 기업의 생존을 결정짓는 필수 조건”이라며 “안전 문화를 만들고 안전한 사업장을 구축하기 위해 지속적인 관심과 실천이 전제돼야 할 것”이라고 말했다.",https://n.news.naver.com/mnews/article/009/0005608917,009
,자식 잃은 황제펭귄들의 절규...빙산에 막혀 새끼 70% 굶어 죽었다,"남해 쿨먼섬 황제펭귄 새끼 개체 수 70% 줄어들어 빙산이 번식지 입구 막은 탓   남극의 황제펭귄 대규모 번식지에서 황제펭귄 새끼 70%가 사라지는 비극이 벌어졌다. 대형 빙산이 번식지 출입구를 가로막아 새끼가 먹이를 공급받지 못했기 때문이다.  극지연구소에 따르면, 남극 로스해에서 가장 큰 황제펭귄 번식지인 쿨먼섬에서 지난해 약 2만1000마리였던 황제펭귄 세끼 수가 올해 약 6700마리로 급감했다. 새끼 수가 이렇게 급감하는 건 이례적인 현상이다.  원인은 빙하가 번식지의 입구를 가로막았기 때문이다. 길이 약 14km, 축구장 5천 개 넓이의 거대 빙산이 번식지와 바다를 잇는 주요 출입구를 막았다. 위성 자료 분석 결과, 이 빙산은 지난 3월 난센 빙붕에서 떨어져나왔고 4개월간 약 450km를 이동해 번식지 입구를 막은 것으로 나타났다.  어미 황제펭귄은 6월 산란한 뒤 수컷에게 알을 맡기고 사냥을 나갔다가 2~3개월 뒤 부화할 시기에 맞춰 돌아온다. 사냥에서 얻은 먹이를 부화한 새끼들에게 주고 키운다.  그러나 번식지 입구가 막혀 어미 황제펭귄들이 새끼들에게 돌아가지 못했다. 어미와 먹이를 기다리던 새끼들은 굶어 죽은 것으로 추정된다.  새끼에게 돌아가지 못한 어미들은 번식지 입구에서 한참을 서성였다. 연구진이 드론 사진을 촬영해보니 번식지 입구 앞에 수십에서 수백 마리의 황제펭귄 배설 흔적이 있었다. 어미 황제펭귄들이 입구가 열리기를 서서 기다렸던 것이다.  살아남은 새끼 펭귄 30%는 어미가 빙산으로 막히지 않은 다른 경로로 먹이를 공급한 것으로 보인다.  연구를 총괄한 김정훈 극지연구소 박사는 “빙산이 다음 번식기 전에 사라지면 회복 가능성이 있으나, 장기간 정체될 경우 황제펭귄들이 다른 번식지로 이동하는 등 장기적 영향이 나타날 수 있다”고 했다.  박진구 극지연구소 박사는 “난센 빙붕에서 분리된 빙산의 이동 경로가 다른 주요 서식지들도 지나는 것으로 나타나, 빙붕 붕괴가 황제펭귄 등에게 잠재적 위협이 될 수 있다”고 했다.",https://n.news.naver.com/mnews/article/009/0005608916,009
,"호반그룹 호반장학재단, 서울아산병원에 후원금 2억원 전달","호반장학재단, 서울아산병원에 후원금 2억원 전달 국내 의료분야 연구환경 개선·인재 양성 위해 마련   호반그룹의 호반장학재단이 서울아산병원에 의학연구 발전을 위한 후원금 2억원을 전달했다고 19일 밝혔다.  이번 후원금은 국내 의료 분야의 연구 환경을 개선하고 미래 의료인재 양성을 돕기 위해 마련됐으며, 의학 연구와 교육 인프라 확충 등에 활용될 예정이다.  이날 전달식에는 김대헌 호반그룹 기획총괄사장, 김민형 커뮤니케이션실 상무, 박승일 서울아산병원 병원장 등 관계자 10여 명이 참석했다.  김대헌 호반그룹 기획총괄사장은 “이번 후원이 의료 연구 환경 개선과 우수 의료인재 양성에 실질적인 도움이 되기를 바란다”며 “앞으로도 의료와 복지 등 다양한 분야에서 사회적 안전망을 강화하는 지원을 지속해 나가겠다”고 말했다.  서울아산병원은 다양한 연구 활동을 통해 국내 의학 수준 향상에 기여하고 있으며 중증·난치 질환 치료와 의료 기술 발전에도 힘쓰고 있다.  한편, 호반그룹과 호반장학재단은 사회공헌 핵심가치인 ‘안심사회 만들기’를 바탕으로 의료 환경 개선과 환우 지원을 위한 사회공헌 활동을 꾸준히 펼치고 있다. 연세대학교 의료원, 서울대·가톨릭대 의과대학, 화순 전남대학교병원 등 의료계에 누적 23억원 이상의 기부금을 전달했다.  이외에도 매년 호반건설, 대한전선 등 그룹 임직원이 참여하는 정기 헌혈 캠페인을 진행하고 있다. 지난 8월에는 소아암 환아 가족을 대상으로 문화 체험활동을 지원했다.",https://n.news.naver.com/mnews/article/009/0005608915,009
,내년 창업지원사업에 3조4645억원 투입,"2026년 창업지원사업 통합공고 올해보다 1705억 늘려 5.2%↑   정부와 지방자치단체가 내년 창업지원사업에 총 3조4645억원을 투입한다. 19일 중소벤처기업부는 이 내용을 담은 ‘2026년 중앙부처 및 지자체 창업지원사업 통합공고’를 게시했다고 밝혔다  중기부는 창업기업 및 예비창업자에게 창업지원사업 정보를 알기 쉽게 제공하고자 2016년부터 창업지원사업을 통합 공고해 오고 있다. 이번 공고에는 111개 기관의 총 508개 창업지원사업이 포함됐다. 2026년 전체 예산은 3조 4645억원으로 전년(3조 2940억원) 대비 1705억원(5.2%)이 증가했다.  지원 유형별로 살펴보면 융자가 1조 4245억원으로 가장 높은 비중(41.1%)을 차지하고, 기술개발 8648억원(25.0%), 사업화 8151억원(23.5%) 순으로 많은 예산이 배정됐다. 이들 3개 유형의 예산이 전체의 89.6%를 차지한다.  중앙부처는 중기부, 과기부 등 15개 부처가 88개 창업지원사업을 추진한다. 3조 2740억원 규모인데 이 중 중기부가 3조 734억원을 담당한다. 지방자치단체는 서울(390억원), 경남(197억원), 경기(192억원) 등에서 총 1905억원, 420개 사업을 추진한다.  통합공고와 함께 중기부는 ‘창업지원사업 관리지침’ 개편을 통해 창업기업이 혁신 성장할 수 있는 기반을 마련할 예정이다. 우선 창업기업의 자금 유동성을 높이면서, 신속한 사업화 추진이 가능하도록 집행이 가능한 사업비 범위 확대를 추진한다. 외주용역비는 사업완료 후 일시납 원칙에서 벗어나 유연하게 분할 지급할 수 있도록 방식을 변경하고, 사업 참여기간 내 발생한 지식재산권 비용만 지원하던 방식에서 사업 전에 출원한 지식재산권 유지 비용까지 지원 대상에 포함된다. 아울러 창업기업의 기술 보호 역량 강화를 위해 ‘기술 침해 소송보험료’ 지급이 가능하도록 개편할 예정이다.  창업지원사업에 선정된 이후 거짓·부정 행위에 대한 참여 제한 기간도 강화한다. 거짓·부정한 방법으로 사업비를 교부받거나 사업에 참여하는 경우 참여 제한 기간이 기존 3년에서 5년으로 늘어난다.  조경원 중기부 창업정책관은 “이번 지침 개정을 통해 창업기업을 위한 규제합리화를 추진하는 한편, 부정행위를 근절해 경쟁력 있는 기업으로 성장할 수 있도록 제도적 기반을 구축하겠다”고 밝혔다. 창업지원사업 통합공고 세부 내용은 ‘K-Startup 포털’과 중소벤처기업부 누리집에서 확인할 수 있다.",https://n.news.naver.com/mnews/article/009/0005608914,009
,11월 청약 미달 단지 비중 64%인데... 세 자릿수 기록한 창원 이 단지,"지난달 1순위 청약 단지 세 곳 중 두 곳이 경쟁률 1대 1도 못넘었지만 수요 강한 창원에선 700대 1 경쟁률까지 나와   지난달 전국에 1순위 청약 경쟁률이 1대 1에도 미치지 못한 단지가 속출한 가운데 경남 창원에서 700대 1의 경쟁률을 기록한 단지가 나왔다. 지방이라고 하더라도 핵심 입지라면 수요가 쏠려 이 같은 현상이 나타난 것으로 보인다.  19일 한국부동산원 청약홈에 따르면 지난달 공급된 37개 분양 단지(모집공고일 기준) 중 1순위 청약 경쟁률이 1대 1도 넘지 못한 ‘미달 단지’ 비중은 64.86%(24곳)였다. 전월보다 이 비중은 22.55%포인트 상승했다.  이에 따라 전국 평균 경쟁률은 6.80대 1로 집계됐다. 2023년 8월 이후 27개월만에 최저치다.  지난달 서울에서 아파트 분양이 없어 이처럼 청약 경쟁률이 저조한 것으로 분석된다. 서울 아파트들은 대부분 세 자릿수 경쟁률을 기록하며 전체 평균 경쟁률을 견인해 왔다.  하지만 지방이라고 하더라도 수요가 쏠린 곳에서는 청약에 흥행한 곳도 있었다. 경남 창원의 ‘창원 센트럴 아이파크’가 대표적이다. 이 단지는 1순위 청약 18가구 모집에 1만2719명이 몰리며 706.61대 1의 경쟁률을 기록했다. 이는 청약홈 집계를 시작한 2010년 이후 경남지역에서 가장 높은 경쟁률이다.  단지가 들어서는 성산구는 창원시에서도 인구 밀도가 높고 상업의 중심지이자 주거시설이 밀집된 다기능 도시지만 2022년 이후 대형 건설사의 아파트 공급이 없었다.  수도권 부동산 시장을 억제하는 10·15 대책 발표 이후 지방 부동산에 대한 관심이 높아진 영향도 있다. 실제로 KB부동산에 따르면 창원시는 지난 9월 셋째 주부터 이달 셋째 주까지 13주 연속 아파트 가격이 상승하고있다. 규제 이후 서울 전역과 경기도 12개 지역은 토지거래허가구역으로 묶여 갭투자가 막히자, 지방 부동산이 반사이익을 보고 있다는 분석이다.",https://n.news.naver.com/mnews/article/009/0005608912,009
,"“의사인 줄 알았다” 해명에도…입짧은햇님, 구독자 2만명 증발","구독자 176만 명을 보유했던 인기 먹방 유튜버 입짧은햇님(본명 김미경)이 이른바 ‘주사 이모’에게 재택 진료를 받은 사실을 시인하고 활동 중단을 선언했다. 실망한 구독자들의 이탈이 가속화되며 하루 만에 2만 명이 채널을 떠났다.  19일 오후 1시 기준, 입짧은햇님의 유튜브 채널 구독자 수는 174만명이다. 논란 전 구독자 수가 176만 명이었던 점을 고려하면, 불과 하루 만에 2만 명의 구독자가 이탈했다.  입짧은햇님은 이날 자신의 유튜브에 게시글을 올려 “심려를 끼쳐드린 점 진심으로 사과드린다”며 “현재 진행 중인 모든 프로그램에서 하차하고 예정에 있던 모든 활동을 중단하기로 결정했다”고 밝혔다.  그는 “그동안 저를 아껴주시고 응원해 주셨던 분들께 심려를 끼쳐드린 점 진심으로 사과드린다”며 “현재 제기된 논란과 의혹에 대해서는 스스로 돌아보면서 정리하고 있고, 잘못된 부분이 있다면 인정하고 변명하거나 책임을 회피하지 않겠다”고 했다.  또 ‘주사이모’에게 개인적으로 의료행위를 받았다는 의혹에 대해 “의사라고 믿고 있었기 때문에 일어난 일”이라고 해명했다.  그는 “현재 논란 중인 이 모 씨(주사이모)와는 지인의 소개로 강남구의 병원에서 처음 만났기 때문에 의심의 여지 없이 의사라고 믿고 진료를 받았다”면서 “이 씨가 제집으로 온 적은 있다. 다만, 제가 이 씨 집에 간 적은 한 번도 없다”고도 했다.  ‘주사이모’ 의혹이 제기된 지 열흘 만에 박나래, 샤이니 키, 그리고 입짧은햇님까지 무려 3명이 활동 중단을 선언하며 방송가는 직격탄을 맞았다. 특히 세 사람은 tvN 예능 ‘놀라운 토요일’에 출연 중이던 만큼 프로그램에도 이목이 집중되고 있다.",https://n.news.naver.com/mnews/article/009/0005608911,009
,"한국투자신탁운용, ACE 미국S&P500 ETF 순자산액 3조원 돌파","한국투자신탁운용은 ACE 미국S&P500 상장지수펀드(ETF)의 순자산액이 3조원을 돌파했다고 19일 밝혔다.  한국거래소에 따르면 ACE 미국S&P500 ETF의 순자산액은 지난 18일 3조64억원을 기록하며 순자산 3조원을 넘어섰다. 이 ETF는 스탠더드앤드푸어스(S&P) 500 지수를 기초지수로 삼는 상품이다. 지난 2020년 8월 상장한 한국투자신탁운용의 미국 대표지수 추종 ETF로, ACE ETF 라인업 가운데 ACE KRX금현물에 이어 두 번째로 순자산액 3조원을 넘어섰다.  ACE 미국S&P500 ETF는 개인투자자들의 지속적인 관심 속에 안정적인 자금 유입을 기록했다. 한국거래소에 따르면 2025년 연초부터 12월까지 해당 ETF로 유입된 개인투자자 순매수액은 5345억원에 달한다. 이는 같은 기간 국내 상장된 S&P ETF 14개(올해 신규 상장 제외)의 개인투자자 순매수액 평균(약 4104억원)을 상회한다.  해당 ETF는 최근 1년간 16.07%의 수익률을 기록하며 동일 유형 ETF 중(레버리지, 액티브 제외) 수익률 3위에 올랐다. 또한, 최근 3년간 103.85%, 설정 이후 169.92%의 높은 수익률을 달성하기도 했다.  ACE 미국S&P500 ETF는 환헤지 전략을 사용하지 않는 환노출 상품이다. 원달러 환율 상승에 따른 환차익도 수익의 일부로 반영된다. 실제로 평균 환율이 1470원을 초과한 최근 1개월간 ACE 미국S&P500 ETF의 수익률은 1.72% 상승한 반면, S&P500 지수는 1.63% 올랐다.  남용수 한국투자신탁운용 ETF운용본부장은 “ACE 미국S&P500 ETF는 높은 유동성과 환노출을 통한 강점을 바탕으로 개인투자자들의 장기 자산배분 도구로 자리매김하고 있다”고 말했다.  이어 “미국을 대표하는 우량 기업 위주로 포트폴리오가 구성된 만큼, 미국 시장의 장기 성장성과 통화 노출 효과를 함께 누리고자 하는 투자자에게 최적화된 솔루션을 제공할 것”이라며 “앞으로도 투자자 중심의 상품 운용과 서비스 개선을 통해 국내 대표 해외 ETF로서의 입지를 공고히 하겠다”고 덧붙였다.",https://n.news.naver.com/mnews/article/009/0005608910,009
,오렌지라고 샀는데 로즈골드?…아이폰17 프로 변색 논란 일파만파,"“이번에 아이폰17 프로로 갈아탈까 했는데 변색이랑 스크래치, 셀룰러까지…이슈가 많아도 너무 많네요.”  애플이 지난 9월 선보인 아이폰17 프로·프로맥스의 ‘코스믹 오렌지’ 색상이 사용 2주 만에 로즈골드나 핑크로 변색되는 사례가 잇따라 제기되고 있다.  19일 업계와 해외 온라인 커뮤니티 ‘레딧’ 등에 따르면 해당 색상 제품의 카메라 섬 부분에서 변색이 시작해 기기 전체로 번지는 현상이 포착됐다.  새 제품은 선명한 오렌지빛을 띠지만 수분이나 공기 중 산소와 접촉한 지 얼마 지나지 않아 색 바랜 모습으로 변한 사진이 공유됐다. 일부 사진에서는 카메라 섬에서 시작된 변색이 점차 기기 전체로 확산하는 모습이 포착되기도 했다.  아이폰17 프로 라인업은 티타늄 대신 알루미늄 소재 바디를 최초 적용했다. 알루미늄은 무게는 가볍고 원가 절감 효과가 크며 열전도율이 높아 발열 억제에 유리하다.  다만 산화되기 쉽고 자외선·화학물질에 취약해 변색 위험이 크다.  업계에서는 양극산화 밀봉 공정이 일부 생산라인에서 미흡해 보호 코팅이 약해졌다고 보고 있다. 밝고 채도 높은 ‘코스믹 오렌지’는 특히 이런 단점에 노출되기 쉽다.  스크레치와 속도 문제도 덩달아 제기됐다. 블룸버그통신은 ‘딥 블루’·‘스페이스 블랙’ 모델에서 미세 충격에도 외관 스크래치가 발생하는 ‘스크래치 게이트’를 보도했다.  테두리 벌어짐 현상도 보고됐다. 일부 제품에서는 낙하 충격이나 케이스 탈착 과정에서 테두리가 벌어지는 현상도 보고되고 있다.  셀룰러 속도 저하 문제는 iOS 26.2 업데이트로 개선됐으나 애플은 변색·스크래치 논란에 공식 입장을 밝히지 않고 있다.  아이폰17 프로와 프로맥스의 국내 출고가는 각각 179만원과 199만원으로 고가 제품인 만큼 불량 이슈가 지속될 경우 중고 시세와 브랜드 신뢰도 모두에 영향을 미칠 가능성이 제기된다.  일부 소비자들은 “애플 제품을 써왔지만 이번엔 고민된다”는 반응을 보이며 불만이 점차 확산되는 분위기다.",https://n.news.naver.com/mnews/article/009/0005608909,009
,"올해 명예와 성과 모두 챙긴 넥슨, 4분기 실적도 기대","게임대상 석권에 TGA도 수상…‘메이플 키우기’ 흥행도 ‘눈길’   넥슨이 올해 명예와 성과를 모두 챙겼다. ‘대한민국 게임대상’ 시상식에서 대상(대통령상)과 최우수상(국무총리상)을 모두 차지한 첫 게임사로 이름을 올렸으며 국내와 해외 시장에서 연달아 흥행작을 배출하는 기염을 토했다.  올해 넥슨은 ‘마비노기 모바일’을 통해 ‘2025 대한민국 게임대상’에서 최고상인 대상(대통령상)을 수상하고 ‘퍼스트 버서커: 카잔’도 최우수상을 받으며 사상 처음으로 대상과 최우수상을 동시에 거머쥔 회사가 됐다.  여기에 자회사 엠바크 스튜디오가 개발한 ‘아크 레이더스’까지 올해 ‘더 게임 어워드(The Game Awards, TGA)’에서 ‘최고의 멀티플레이어 게임(Best Multiplayer)’ 부문을 수상하며 성과를 입증했다.  특히 ‘마비노기 모바일’은 올해 3월 국내 출시 이후 7개월여만에 누적 매출 3000억원을 돌파하며 흥행 성과도 입증했다. 1020세대 이용자 비중 73.1%, D1 리텐션 61% 및 D14 리텐션 42%의 높은 초기 재접속률 등 모바일 기반 MMORPG의 주 연령대를 확대하고 꾸준한 참여를 이끈 것으로 나타났다.  실제 넥슨이 지난 3분기 실적 발표에서 공개한 자료에 따르면 넥슨의 국내 모바일 시장 매출 비중 1위 게임은 ‘마비노기 모바일’이었다. ‘마비노기 모바일’은 국내 PC 부문에서도 ‘메이플스토리’와 ‘FC 온라인’의 뒤를 이은 3위 게임을 차지하며 기존 넥슨의 주력 PC게임인 ‘던전앤파이터’와 ‘서든어택’ 보다도 높은 매출 비중을 차지한 것으로 집계되기도 했다.  ‘아크 레이더스’ 역시 넥슨 이정헌 대표가 “넥슨 역사상 가장 성공적인 글로벌 출시를 달성했다”라고 언급할 정도로 높은 흥행 성과를 거뒀다. 지난 10월 30일 글로벌 출시 이후 2주도 안 돼 누적 판매량 400만장을 기록했으며 전 플랫폼 최고 동시접속자수 70만명을 달성하며 하반기 최고 흥행작 중 하나로 꼽힌다. 현재도 스팀 기준 일간 최고 동시접속자 30만명대를 유지하며 인기를 이어가고 있다.  넥슨이 에이블게임즈와 함께 선보인 방치형 RPG ‘메이플 키우기’도 놀라운 성과를 올리고 있다. 지난달 6일 글로벌 출시 이후 약 9일여만에 국내 구글 플레이 게임매출 순위 1위에 등극한 ‘메이플 키우기’는 현재도 국내 양대마켓 매출 1위를 유지하며 흥행 돌풍을 일으키고 있다.  특히 대만과 미국에서도 앱마켓 매출 순위 상위권에 이름을 올리며 ‘메이플스토리’ 지식재산권(IP)의 저력을 재각인하는 모습이다. 대만 애플 앱스토어에서는 현재 게임매출 2위를 기록 중이고 구글 플레이에서도 6위를 차지하고 있다. 미국에서도 애플 앱스토어 24위, 구글 플레이 32위다.  이에 넥슨의 4분기 실적에 대한 기대감도 높은 상황이다. ‘아크 레이더스’와 ‘메이플 키우기’의 흥행 성과가 반영되기 때문이다. 이미 넥슨은 지난 3분기 실적 발표 자료를 통해 올해 4분기 매출이 지난해보다 45%~62% 성장할 것으로 예상했다. 올해 연간 실적도 지난해보다 성장한 매출 4808억엔, 영업이익 1487억엔으로 내다봤다.",https://n.news.naver.com/mnews/article/009/0005608908,009
